ID,Gender,Household income,Method,Education,Household size,Rainfall,Ave temp,Travel time,Amount spent,Availability,Quality,Willingness to pay,Kitchen Sink,ToiletWC,Garden,Car,Volume,Shortest distance,Height diff,LULC
575,male,75000,delivered,1,4,107,75,13,450,not_often,fair,500,0,0,0,0,480,152.08,2,7
576,female,105000,delivered,1,4,107,75,22,405,not_often,good,450,0,0,0,0,440,178.19,7,7
577,male,80000,delivered,1,4,107,75,22,405,not_often,good,450,0,0,0,0,440,240.05,8,7
578,female,95000,delivered,1,5,107,75,38,285,not_often,fair,330,0,0,0,0,400,262.49,6,7
579,male,70000,delivered,1,5,107,75,82,165,not_often,good,210,0,0,0,0,250,394.87,9,7
580,female,50000,delivered,1,4,107,75,42,210,not_often,good,260,0,0,0,0,240,365.17,1,7
581,female,65000,carried,1,5,107,75,22,360,not_often,poor,410,0,0,0,0,500,183.36,4,7
582,female,95000,delivered,1,6,107,75,42,285,not_often,good,330,0,0,0,0,480,227.27,5,7
583,female,90000,delivered,1,6,107,75,48,240,often,fair,290,0,0,0,0,420,253.12,4,7
584,male,95000,carried,1,3,107,75,8,765,not_often,good,280,0,0,0,0,600,86.93,0,7
585,female,45000,delivered,1,3,107,75,8,720,often,good,380,0,0,0,0,570,90.43,5,7
586,male,60000,delivered,1,3,107,75,8,600,often,fair,450,0,0,0,0,480,174.18,4,7
587,female,80000,delivered,1,4,107,75,13,450,not_often,fair,500,0,0,0,0,480,217.86,9,7
588,female,85000,delivered,1,6,107,75,42,240,not_often,good,290,0,0,0,0,420,280.06,11,7
589,female,60000,delivered,1,3,107,75,8,570,not_often,fair,280,0,0,0,0,450,168.05,1,7
590,female,85000,delivered,1,3,107,75,22,360,not_often,fair,410,0,0,0,0,300,336.01,7,7
591,female,60000,delivered,1,3,107,75,42,285,often,fair,330,0,0,0,0,240,391.66,11,7
592,male,60000,delivered,1,3,107,75,42,285,not_often,good,330,0,0,0,0,240,470.12,7,7
593,male,60000,delivered,1,3,107,75,62,210,not_often,fair,260,0,0,0,0,180,505.18,5,7
594,male,60000,delivered,1,5,107,75,92,90,often,fair,140,0,0,0,0,150,523.07,4,7
595,female,60000,delivered,1,4,107,75,82,165,often,fair,210,0,0,0,0,200,419,12,7
596,male,60000,delivered,1,5,107,75,72,120,often,good,170,0,0,0,0,200,507.63,17,7
597,male,60000,delivered,1,5,107,75,82,165,not_often,good,210,0,0,0,0,250,348.3,8,7
598,male,60000,delivered,1,4,107,75,48,240,often,good,290,0,0,0,0,280,345.61,2,7
599,male,65000,delivered,1,5,107,75,42,285,often,fair,330,0,0,0,0,400,274.9,1,7
600,female,65000,carried,1,5,107,75,22,360,not_often,fair,410,0,0,0,0,500,167.6,3,7
601,male,95000,delivered,1,6,284,76,48,240,not_often,good,290,0,0,0,0,420,292.36,3,7
602,male,95000,delivered,1,6,284,76,82,120,often,fair,170,0,0,0,0,240,383.94,5,7
603,female,95000,delivered,1,6,284,76,82,120,not_often,good,170,0,0,0,0,240,357.19,12,7
604,male,70000,delivered,1,5,284,76,42,285,often,fair,330,0,0,0,0,400,291.78,6,7
605,male,70000,delivered,1,4,284,76,62,210,often,good,260,0,0,0,0,240,367.35,8,7
606,female,65000,delivered,1,5,284,76,82,165,not_often,fair,210,0,0,0,0,250,253.65,6,7
607,female,90000,delivered,1,6,284,76,72,120,not_often,fair,170,0,0,0,0,240,281.83,3,7
608,male,90000,delivered,1,6,284,76,82,120,not_often,good,170,0,0,0,0,240,273.75,5,7
609,female,40000,delivered,1,4,284,76,82,165,often,fair,210,0,0,0,0,200,300.83,10,7
610,female,105000,delivered,1,4,284,76,82,165,often,good,210,0,0,0,0,200,349.21,5,7
611,female,40000,delivered,1,4,284,76,82,120,often,fair,170,0,0,0,0,160,426.48,4,7
612,male,80000,delivered,1,4,284,76,72,120,not_often,fair,170,0,0,0,0,160,429.36,4,7
613,female,95000,delivered,1,3,284,76,48,210,often,fair,260,0,0,0,0,180,392.21,12,7
614,male,50000,delivered,1,4,284,76,82,165,often,fair,210,0,0,0,0,200,342.53,4,7
615,male,45000,delivered,1,4,284,76,82,120,often,fair,170,0,0,0,0,160,391.09,10,7
616,female,40000,delivered,1,4,284,76,48,210,not_often,fair,260,0,0,0,0,240,278.71,0,7
617,male,90000,delivered,1,6,284,76,82,120,often,good,170,0,0,0,0,240,212.95,5,7
618,female,45000,delivered,1,3,284,76,42,285,often,good,330,0,0,0,0,240,278.63,5,7
619,female,60000,delivered,1,6,284,76,82,120,not_often,good,170,0,0,0,0,240,323.54,4,7
620,male,45000,delivered,1,3,284,76,42,285,not_often,fair,330,0,0,0,0,240,421.23,8,7
621,female,45000,delivered,1,6,284,76,82,120,often,very good,170,0,0,0,0,240,345.01,6,7
622,female,60000,carried,1,4,284,76,42,240,not_often,fair,290,0,0,0,0,280,308.52,4,7
623,male,105000,delivered,1,4,284,76,8,645,not_often,good,400,0,0,0,0,680,401.4,8,7
624,male,55000,delivered,1,3,284,76,48,285,often,good,330,0,0,0,0,240,326.7,8,7
625,male,50000,delivered,1,4,284,76,82,165,often,good,210,0,0,0,0,200,417.54,9,7
626,male,105000,delivered,1,4,284,76,8,645,not_often,good,400,0,0,0,0,680,127,3,7
627,female,50000,carried,1,4,284,76,82,165,often,fair,210,0,0,0,0,200,36.24,1,7
628,male,70000,delivered,1,5,284,76,82,165,often,fair,210,0,0,0,0,250,103.09,2,7
629,male,40000,delivered,1,4,284,76,88,120,often,fair,170,0,0,0,0,160,189.31,6,7
630,female,80000,delivered,1,4,284,76,48,285,not_often,good,330,0,0,0,0,320,200.46,5,7
631,female,90000,delivered,1,6,284,76,13,405,often,good,450,0,0,0,0,660,175.82,5,7
632,female,100000,carried,1,3,284,76,22,840,not_often,fair,550,0,0,0,0,660,94.83,0,7
633,male,55000,carried,1,3,284,76,38,285,not_often,good,330,0,0,0,0,240,50.16,2,7
634,female,50000,carried,1,4,284,76,38,285,not_often,good,330,0,0,0,0,320,83.76,2,7
635,female,80000,carried,1,4,284,76,38,285,not_often,fair,330,0,0,0,0,320,57.94,0,7
636,male,80000,carried,1,6,284,76,32,330,not_often,good,380,0,0,0,0,540,131.03,1,7
637,female,80000,carried,1,3,284,76,8,765,often,fair,280,0,0,0,0,600,143.89,3,7
638,female,80000,carried,1,3,284,76,38,285,not_often,fair,330,0,0,0,0,240,167.29,6,7
639,female,80000,carried,1,4,284,76,38,285,often,good,330,0,0,0,0,320,124.33,2,7
640,male,80000,carried,1,5,284,76,82,165,often,fair,210,0,0,0,0,250,64.5,2,7
641,female,80000,carried,1,6,284,76,32,330,not_often,fair,380,0,0,0,0,540,23,1,7
642,male,80000,carried,1,5,284,76,82,165,often,fair,210,0,0,0,0,250,136.74,0,7
643,male,60000,carried,1,3,284,76,38,285,not_often,good,330,0,0,0,0,240,224.61,1,7
644,female,60000,delivered,1,3,284,76,38,285,often,fair,330,0,0,0,0,240,434.95,8,7
645,female,105000,delivered,1,6,284,76,32,330,not_often,good,380,0,0,0,0,540,446.16,1,7
646,female,95000,delivered,1,6,284,76,32,330,often,good,380,0,0,0,0,540,586.78,5,7
647,female,45000,delivered,1,3,284,76,38,285,not_often,good,330,0,0,0,0,240,485.49,3,7
648,male,45000,carried,1,3,284,76,38,285,not_often,good,330,0,0,0,0,240,137.41,0,7
649,male,50000,delivered,1,6,284,76,72,120,not_often,fair,170,0,0,0,0,240,207.52,1,7
650,female,105000,delivered,1,4,284,76,8,645,often,fair,400,0,0,0,0,680,148.22,0,7
651,female,100000,delivered,1,3,284,76,8,720,not_often,good,380,0,0,0,0,570,135.03,3,7
652,male,65000,delivered,1,5,284,76,13,450,often,fair,500,0,0,0,0,600,234.05,4,7
653,male,100000,carried,1,4,284,76,38,285,not_often,good,330,0,0,0,0,320,85.23,1,7
654,female,105000,carried,1,6,284,76,32,330,often,fair,380,0,0,0,0,540,154.39,3,7
655,female,40000,delivered,1,4,284,76,82,120,often,fair,170,0,0,0,0,160,254.33,7,7
656,male,80000,delivered,1,4,284,76,38,285,often,fair,330,0,0,0,0,320,245.8,7,7
657,male,105000,delivered,1,6,284,76,22,360,often,fair,410,0,0,0,0,600,254.47,5,7
658,female,65000,delivered,1,5,284,76,82,165,often,fair,210,0,0,0,0,250,327.07,3,7
659,female,65000,delivered,1,5,284,76,82,165,often,good,210,0,0,0,0,250,308.87,2,7
660,male,65000,delivered,1,5,284,76,13,450,not_often,fair,500,0,0,0,0,600,364.97,4,7
661,female,65000,delivered,1,6,284,76,32,330,often,good,380,0,0,0,0,540,382.93,4,7
662,male,65000,carried,1,4,284,76,82,165,often,good,210,0,0,0,0,200,339.04,2,7
663,female,65000,delivered,1,3,284,76,38,285,often,good,330,0,0,0,0,240,234.48,3,7
664,female,65000,delivered,1,6,284,76,32,330,often,good,380,0,0,0,0,540,92.02,2,7
665,female,65000,delivered,1,4,284,76,38,285,often,fair,330,0,0,0,0,320,156.32,3,7
666,female,100000,delivered,1,6,284,76,32,330,not_often,good,380,0,0,0,0,540,71.17,1,7
667,female,55000,delivered,1,6,284,76,18,360,not_often,good,410,0,0,0,0,600,155.79,8,7
668,female,100000,delivered,1,6,284,76,18,360,often,good,410,0,0,0,0,600,89.84,3,7
669,female,75000,delivered,1,4,284,76,32,285,often,fair,330,0,0,0,0,320,137.75,4,7
670,female,80000,delivered,1,4,284,76,32,285,often,good,330,0,0,0,0,320,180.25,4,7
671,female,105000,delivered,1,6,284,76,32,330,not_often,good,380,0,0,0,0,540,259.33,8,7
672,male,95000,delivered,1,6,284,76,22,360,not_often,fair,410,0,0,0,0,600,336.03,9,7
673,male,75000,delivered,1,4,284,76,38,285,not_often,fair,330,0,0,0,0,320,106.98,0,7
674,male,40000,delivered,1,4,284,76,72,120,not_often,fair,170,0,0,0,0,160,211.48,6,7
675,female,70000,delivered,1,6,284,76,22,360,often,fair,410,0,0,0,0,600,322.91,13,7
676,male,40000,delivered,1,4,284,76,72,120,often,fair,170,0,0,0,0,160,297.43,4,7
677,female,70000,delivered,1,5,284,76,82,165,often,good,210,0,0,0,0,250,375.95,6,7
678,male,105000,delivered,1,6,284,76,32,330,not_often,good,380,0,0,0,0,540,252.17,3,7
679,male,50000,delivered,1,4,284,76,82,165,not_often,good,210,0,0,0,0,200,406.12,8,7
680,male,65000,delivered,1,5,284,76,48,165,often,fair,210,0,0,0,0,250,418.08,8,7
681,male,95000,delivered,1,6,284,76,42,330,not_often,fair,380,0,0,0,0,540,378.08,13,7
682,male,40000,delivered,1,3,284,76,42,285,not_often,fair,330,0,0,0,0,240,388.6,5,7
683,female,70000,delivered,1,5,284,76,82,165,often,good,210,0,0,0,0,250,644.24,3,7
684,male,70000,delivered,1,6,284,76,32,330,not_often,good,380,0,0,0,0,540,619.08,0,7
685,female,70000,delivered,1,6,284,76,62,210,not_often,fair,260,0,0,0,0,360,421.46,5,7
686,female,70000,delivered,1,6,284,76,38,330,not_often,good,380,0,0,0,0,540,538.35,4,7
687,female,70000,delivered,1,6,284,76,22,360,not_often,good,410,0,0,0,0,600,531.98,9,7
688,male,70000,delivered,1,4,284,76,18,450,often,good,500,0,0,0,0,480,616.76,6,7
689,female,70000,delivered,1,5,284,76,42,165,often,good,210,0,0,0,0,250,736.77,1,7
690,male,45000,delivered,1,3,284,76,42,285,not_often,fair,330,0,0,0,0,240,640.86,15,7
691,female,50000,delivered,1,4,284,76,48,165,not_often,good,210,0,0,0,0,200,401.31,15,7
692,male,100000,delivered,1,3,284,76,8,690,often,good,500,0,0,0,0,540,434.63,8,7
693,female,40000,delivered,1,4,284,76,82,120,not_often,good,170,0,0,0,0,160,393.39,11,7
694,female,70000,delivered,1,5,284,76,42,165,often,fair,210,0,0,0,0,250,428.78,9,7
695,female,50000,delivered,1,4,284,76,82,210,often,good,260,0,0,0,0,240,416.48,7,7
696,female,50000,delivered,1,4,284,76,82,165,not_often,fair,210,0,0,0,0,200,482.9,13,7
697,female,50000,delivered,1,4,284,76,48,165,not_often,good,210,0,0,0,0,200,515.38,16,7
698,female,45000,delivered,1,3,284,76,42,285,not_often,fair,330,0,0,0,0,240,644.1,16,7
699,male,105000,delivered,1,3,284,76,8,690,not_often,good,500,0,0,0,0,540,560.29,14,7
700,female,85000,delivered,1,6,284,76,18,360,often,good,410,0,0,0,0,600,507.99,10,7
701,male,65000,carried,1,5,0,79,42,165,often,fair,210,0,0,0,0,250,39.96,1,7
702,female,60000,carried,1,3,0,79,42,285,not_often,fair,330,0,0,0,0,240,84.58,2,7
703,male,60000,delivered,1,4,0,79,32,285,often,fair,330,0,0,0,0,320,130.18,2,7
704,female,60000,carried,1,5,0,79,62,120,not_often,fair,170,0,0,0,0,200,108.71,2,7
705,female,60000,carried,1,6,0,79,18,360,often,good,410,0,0,0,0,600,53.85,5,7
706,female,60000,carried,1,4,0,79,48,165,often,good,210,0,0,0,0,200,105.65,9,7
707,female,60000,delivered,1,4,0,79,48,165,not_often,fair,210,0,0,0,0,200,162.2,12,7
708,female,60000,delivered,1,3,0,79,42,285,often,good,330,0,0,0,0,240,86.03,2,7
709,female,85000,delivered,1,6,0,79,18,360,not_often,good,410,0,0,0,0,600,171.35,7,7
710,male,55000,delivered,1,6,0,79,18,360,often,good,410,0,0,0,0,600,173.42,4,7
711,male,100000,delivered,1,6,0,79,18,360,often,fair,410,0,0,0,0,600,194.1,2,7
712,female,60000,delivered,1,3,0,79,42,285,not_often,fair,330,0,0,0,0,240,241.66,7,7
713,female,90000,delivered,1,6,0,79,18,360,not_often,good,410,0,0,0,1,600,279.87,9,7
714,female,60000,delivered,1,3,0,79,32,285,not_often,good,330,0,0,0,0,240,194,5,7
715,female,105000,delivered,1,6,0,79,32,330,often,fair,380,0,0,0,0,540,258.7,8,7
716,female,55000,carried,1,6,0,79,32,330,often,good,380,0,0,0,0,540,189.74,5,7
717,female,90000,carried,1,6,0,79,38,330,not_often,fair,380,0,0,0,0,540,80.6,1,7
718,female,40000,carried,1,3,0,79,42,285,often,fair,330,0,0,0,0,240,35.13,1,7
719,female,45000,carried,1,3,0,79,42,285,not_often,good,330,0,0,0,0,240,110.32,1,7
720,female,45000,carried,1,6,0,79,38,330,not_often,fair,380,0,0,0,0,540,115.52,1,7
721,female,45000,carried,1,4,0,79,32,285,often,good,330,0,0,0,0,320,165.68,4,7
722,female,45000,carried,1,4,0,79,62,120,often,good,170,0,0,0,0,160,263.22,2,7
723,female,45000,carried,1,4,0,79,8,525,not_often,good,480,0,0,0,0,560,312.29,4,7
724,female,45000,carried,1,6,0,79,82,210,not_often,good,260,0,0,0,0,360,249.01,2,7
725,female,55000,carried,1,3,0,79,62,210,often,good,260,0,0,0,0,180,259.12,3,7
726,female,70000,carried,1,5,0,79,42,165,often,good,210,0,0,0,0,250,200.08,4,7
727,female,75000,carried,1,4,0,79,92,165,not_often,good,210,0,0,0,0,200,150.44,7,7
728,female,60000,carried,1,3,0,79,42,285,not_often,good,330,0,0,0,0,240,78.64,5,7
729,female,70000,carried,1,5,0,79,42,165,not_often,good,210,0,0,0,0,250,244.14,2,7
730,female,95000,carried,1,6,0,79,18,360,not_often,good,410,0,0,0,0,600,269.22,0,7
731,female,95000,carried,1,4,0,79,32,285,not_often,fair,330,0,0,0,0,320,282.78,14,7
732,female,95000,carried,1,4,0,79,32,285,often,good,330,0,0,0,0,320,339.24,0,7
733,female,40000,carried,1,4,0,79,72,120,not_often,fair,170,0,0,0,0,160,320.98,15,7
734,female,60000,carried,1,3,0,79,42,285,often,fair,330,0,0,0,0,240,299.29,0,7
735,female,65000,carried,1,5,0,79,82,165,often,fair,210,0,0,0,0,250,300.2,8,7
736,female,40000,carried,1,4,0,79,82,120,often,fair,170,0,0,0,0,160,282.4,2,7
737,female,70000,carried,1,5,0,79,82,165,often,fair,210,0,0,0,0,250,254.61,2,7
738,female,80000,carried,1,4,0,79,42,285,not_often,fair,330,0,0,0,0,320,275.15,4,7
739,female,45000,carried,1,3,0,79,42,285,often,fair,330,0,0,0,0,240,210.09,3,7
740,female,50000,carried,1,4,0,79,82,165,not_often,good,210,0,0,0,0,200,217.52,5,7
741,female,105000,carried,1,4,0,79,18,570,not_often,fair,280,0,0,0,0,600,329.16,10,7
742,female,105000,carried,1,4,0,79,32,285,often,fair,330,0,0,0,0,320,251.48,2,7
743,female,105000,carried,1,3,0,79,42,285,not_often,fair,330,0,0,0,1,240,196.02,4,7
744,female,85000,carried,1,6,0,79,18,360,not_often,fair,410,0,0,0,0,600,175.97,1,7
745,female,85000,carried,1,6,0,79,18,360,not_often,good,410,0,0,0,0,600,208.24,1,7
746,female,85000,carried,1,6,0,79,18,405,not_often,fair,450,0,0,0,0,660,150.44,3,7
747,female,85000,carried,1,6,0,79,18,360,not_often,fair,410,0,0,0,0,600,138.22,2,7
748,female,70000,carried,1,6,0,79,18,405,not_often,good,450,0,0,0,0,660,246.66,1,7
749,female,70000,carried,1,4,0,79,82,120,not_often,good,170,0,0,0,0,160,180.4,1,7
750,female,70000,carried,1,5,0,79,82,165,often,fair,210,0,0,0,0,250,261.02,10,7
751,female,70000,carried,1,3,0,79,42,285,not_often,good,330,0,0,0,0,240,205.64,8,7
752,female,85000,carried,1,6,0,79,18,360,not_often,fair,410,0,0,0,0,600,222.65,1,7
753,female,95000,carried,1,3,0,79,42,285,often,fair,330,0,0,0,0,240,148.82,2,7
754,female,50000,carried,1,4,0,79,82,165,often,good,210,0,0,0,0,200,162.56,1,7
755,female,95000,carried,1,6,0,79,92,90,often,good,140,0,0,0,0,180,103.35,4,7
756,female,90000,carried,1,6,0,79,32,330,not_often,good,380,0,0,0,0,540,155.94,8,7
757,female,50000,delivered,1,4,0,79,82,165,often,good,210,0,0,0,0,200,116.47,4,7
758,male,95000,carried,1,5,0,79,48,165,often,good,210,0,0,0,0,250,113.22,3,7
759,male,80000,carried,1,4,0,79,32,285,not_often,fair,330,0,0,0,0,320,89.55,1,7
760,female,100000,carried,1,4,0,79,8,645,often,fair,400,0,0,0,0,680,114.79,2,7
761,male,100000,carried,1,3,0,79,38,285,not_often,fair,330,0,0,0,0,240,159.67,2,7
762,male,50000,carried,1,4,0,79,82,165,not_often,fair,210,0,0,0,0,200,81.34,0,7
763,female,85000,carried,1,6,0,79,82,210,often,good,260,0,0,0,0,360,52.63,1,7
764,female,70000,carried,1,5,0,79,82,165,not_often,very good,210,0,0,0,0,250,40.61,0,7
765,female,70000,carried,1,4,0,79,42,285,not_often,fair,330,0,0,0,0,320,84.6,5,7
766,female,70000,carried,1,6,0,79,32,330,often,fair,380,0,0,0,0,540,105.91,6,7
767,male,70000,carried,1,4,0,79,42,285,often,fair,330,0,0,0,0,320,156.04,7,7
768,female,45000,carried,1,6,0,79,82,120,not_often,fair,170,0,0,0,0,240,167.72,4,7
769,female,65000,carried,1,5,0,79,82,165,not_often,good,210,0,0,0,0,250,60.78,1,7
770,male,95000,carried,1,6,0,79,22,360,not_often,fair,410,0,0,0,0,600,118.36,1,7
771,female,45000,carried,1,5,0,79,82,120,often,fair,170,0,0,0,0,200,91.92,2,7
772,female,90000,delivered,1,3,0,79,42,285,not_often,good,330,0,0,0,0,240,111.83,7,7
773,male,45000,delivered,1,6,0,79,18,405,not_often,fair,450,0,0,0,0,660,84.58,1,7
774,female,60000,delivered,1,4,0,79,82,210,often,fair,260,0,0,0,0,240,126.04,3,7
775,male,75000,carried,1,4,0,79,32,285,often,good,330,0,0,0,0,320,130,7,7
776,male,80000,carried,1,4,0,79,32,285,not_often,fair,330,0,0,0,0,320,26.4,1,7
777,male,75000,delivered,1,4,0,79,38,285,not_often,good,330,0,0,0,0,320,65.07,7,7
778,female,70000,carried,1,5,0,79,82,165,not_often,good,210,0,0,0,0,250,45.22,4,7
779,female,65000,carried,1,5,0,79,82,165,not_often,good,210,0,0,0,0,250,149.01,2,7
780,female,50000,carried,1,6,0,79,18,360,often,good,410,0,0,0,0,600,189.69,14,7
781,male,40000,delivered,1,4,0,79,62,120,not_often,good,170,0,0,0,0,160,92.72,2,7
782,female,90000,delivered,1,4,0,79,8,525,often,good,480,0,0,0,0,560,83.2,3,7
783,male,65000,carried,1,5,0,79,42,165,often,fair,210,0,0,0,0,250,134.63,7,7
784,male,95000,carried,1,5,0,79,72,120,not_often,fair,170,0,0,0,0,200,174.87,4,7
785,female,90000,delivered,1,6,0,79,13,360,often,good,410,0,0,0,0,600,147.41,4,7
786,female,90000,carried,1,4,0,79,72,120,not_often,good,170,0,0,0,0,160,10.05,1,7
787,male,90000,carried,1,6,0,79,32,330,often,fair,380,0,0,0,0,540,51.01,1,7
788,male,90000,carried,1,6,0,79,32,330,not_often,good,380,0,0,0,0,540,97.35,1,7
789,female,90000,delivered,1,4,0,79,88,210,often,good,260,0,0,0,0,240,113.16,0,7
790,male,90000,delivered,1,4,0,79,82,120,often,good,170,0,0,0,0,160,144.26,1,7
791,male,40000,carried,1,4,0,79,82,120,not_often,fair,170,0,0,0,0,160,146.7,3,7
792,male,90000,carried,1,6,0,79,22,360,not_often,fair,410,0,0,0,0,600,35.74,2,7
793,male,95000,delivered,1,6,0,79,22,360,often,good,410,0,0,0,0,600,40.8,2,7
794,male,55000,carried,1,3,0,79,42,285,often,good,330,0,0,0,0,240,73.41,3,7
795,male,60000,delivered,1,5,0,79,82,165,often,good,210,0,0,0,0,250,111.36,3,7
796,male,75000,delivered,1,4,0,79,32,285,not_often,fair,330,0,0,0,0,320,34.13,1,7
797,male,50000,carried,1,4,0,79,82,165,often,good,210,0,0,0,0,200,64.03,1,7
798,male,80000,delivered,1,4,0,79,42,285,not_often,good,330,0,0,0,0,320,86.21,1,7
799,female,40000,delivered,1,5,0,79,82,165,not_often,fair,210,0,0,0,0,250,92.27,4,7
800,male,40000,delivered,1,4,0,79,82,120,not_often,fair,170,0,0,0,0,160,106.78,3,7
801,female,95000,delivered,1,6,107,76,22,360,often,good,410,0,0,0,0,600,205.64,5,7
802,male,55000,delivered,1,3,107,76,38,285,not_often,good,330,0,0,0,0,240,296.2,8,7
803,male,75000,delivered,1,4,107,76,38,285,often,fair,330,0,0,0,0,320,325.53,7,7
804,female,45000,delivered,1,3,107,76,38,285,not_often,fair,330,0,0,0,0,240,310.64,6,7
805,male,75000,delivered,1,4,107,76,38,285,often,fair,330,0,0,0,0,320,254.26,5,7
806,male,85000,delivered,1,3,107,76,38,285,often,good,330,0,0,0,0,240,255.38,8,7
807,male,65000,delivered,1,5,107,76,13,405,not_often,good,450,0,0,0,0,550,262.15,7,7
808,female,65000,delivered,1,5,107,76,82,165,not_often,good,210,0,0,0,0,250,171.29,3,7
809,male,65000,delivered,1,4,107,76,42,285,not_often,good,330,0,0,0,0,320,200.86,6,7
810,female,65000,delivered,1,4,107,76,42,285,not_often,fair,330,0,0,0,0,320,104.24,4,7
811,female,65000,delivered,1,3,107,76,42,285,often,good,330,0,0,0,0,240,170.66,4,7
812,female,75000,delivered,1,4,107,76,48,285,not_often,good,330,0,0,0,0,320,45.49,1,7
813,male,105000,carried,1,5,107,76,13,450,not_often,good,500,0,0,0,0,600,112.22,1,7
814,female,70000,delivered,1,5,107,76,82,165,often,good,210,0,0,0,0,250,104.62,2,7
815,female,95000,delivered,1,6,107,76,32,330,not_often,fair,380,0,0,0,1,540,164.08,2,7
816,male,65000,delivered,1,5,107,76,82,165,often,good,210,0,0,0,0,250,176.85,7,7
817,male,55000,delivered,1,3,107,76,42,285,often,fair,330,0,0,0,0,240,99.46,5,7
818,male,65000,delivered,1,5,107,76,82,165,not_often,fair,210,0,0,0,0,250,223.52,7,7
819,male,85000,delivered,1,6,107,76,32,330,often,fair,380,0,0,0,0,540,260.76,5,7
820,female,50000,delivered,1,4,107,76,82,165,not_often,good,210,0,0,0,0,200,277.42,4,7
821,female,105000,delivered,1,5,107,76,82,165,often,fair,210,0,0,0,0,250,202.94,4,7
822,female,95000,delivered,1,6,107,76,22,360,not_often,good,410,0,0,0,0,600,126.62,4,7
823,male,80000,delivered,1,4,107,76,32,285,often,good,330,0,0,0,0,320,60.96,0,7
824,male,80000,carried,1,4,107,76,32,285,not_often,fair,330,0,0,0,0,320,89.68,5,7
825,male,95000,delivered,1,6,107,76,18,360,often,good,410,0,0,0,0,600,151.43,4,7
826,male,70000,delivered,1,5,107,76,82,165,often,fair,210,0,0,0,0,250,100.09,0,7
827,female,50000,carried,1,4,107,76,82,165,often,fair,210,0,0,0,0,200,43.17,1,7
828,female,80000,delivered,1,6,107,76,32,330,not_often,good,380,0,0,0,0,540,131.14,0,7
829,female,105000,delivered,1,4,107,76,8,570,not_often,fair,280,0,0,0,0,600,180.94,4,7
830,female,70000,carried,1,5,107,76,42,165,often,fair,210,0,0,0,0,250,132.26,1,7
831,male,80000,delivered,1,4,107,76,32,285,not_often,good,330,0,0,0,0,320,205.3,2,7
832,male,45000,delivered,1,3,107,76,42,285,often,good,330,0,0,0,0,240,239.78,12,7
833,male,45000,delivered,1,3,107,76,42,285,not_often,good,330,0,0,0,0,240,169,12,7
834,male,80000,carried,1,3,107,76,42,285,often,fair,330,0,0,0,1,240,38.83,0,7
835,male,85000,delivered,1,6,107,76,32,330,not_often,fair,380,0,0,0,0,540,88.24,1,7
836,male,45000,delivered,1,3,107,76,42,285,often,fair,330,0,0,0,0,240,166.37,3,7
837,female,105000,delivered,1,3,107,76,8,765,not_often,good,280,0,0,0,0,600,202.81,5,7
838,male,50000,delivered,1,4,107,76,88,165,often,good,210,0,0,0,0,200,253.16,4,7
839,female,50000,delivered,1,4,107,76,88,165,often,fair,210,0,0,0,0,200,322.1,3,7
840,female,55000,delivered,1,3,107,76,38,285,not_often,fair,330,0,0,0,0,240,237.89,0,7
841,male,55000,delivered,1,3,107,76,42,285,not_often,good,330,0,0,0,0,240,132.85,0,7
842,male,65000,carried,1,5,107,76,42,165,often,good,210,0,0,0,0,250,283.73,4,7
843,female,80000,carried,1,3,107,76,42,285,often,good,330,0,0,0,0,240,268.2,8,7
844,male,50000,carried,1,4,107,76,88,165,often,good,210,0,0,0,0,200,234.4,5,7
845,female,50000,carried,1,4,107,76,88,165,often,good,210,0,0,0,0,200,255.34,9,7
846,female,45000,carried,1,3,107,76,42,285,often,fair,330,0,0,0,0,240,245.6,2,7
847,female,105000,delivered,1,3,107,76,8,450,often,fair,500,0,0,0,0,360,278.26,7,7
848,male,105000,delivered,1,6,107,76,18,360,not_often,good,410,0,0,0,0,600,158.45,8,7
849,male,65000,delivered,1,5,107,76,42,165,not_often,good,210,0,0,0,0,250,60.27,6,7
850,female,100000,delivered,1,6,107,76,32,330,often,fair,380,0,0,0,0,540,268.88,2,7
851,male,100000,delivered,1,4,107,76,62,120,not_often,fair,170,0,0,0,0,160,367.14,1,7
852,male,100000,delivered,1,4,107,76,62,120,not_often,fair,170,0,0,0,0,160,322.61,1,7
853,male,100000,delivered,1,3,107,76,42,285,not_often,fair,330,0,0,0,0,240,276.59,1,7
854,male,90000,delivered,1,6,107,76,32,330,often,good,380,0,0,0,0,540,193.02,3,7
855,female,50000,carried,1,5,107,76,88,165,not_often,good,210,0,0,0,0,250,170.06,7,7
856,male,70000,delivered,1,5,107,76,42,165,not_often,good,210,0,0,0,0,250,92.42,3,7
857,male,55000,carried,1,3,107,76,42,285,often,good,330,0,0,0,0,240,217.86,6,7
858,female,55000,delivered,1,6,107,76,32,330,often,good,380,0,0,0,0,540,208.2,3,7
859,female,105000,delivered,1,6,107,76,72,210,often,good,260,0,0,0,0,360,354.35,0,7
860,male,90000,delivered,1,6,107,76,72,210,often,good,260,0,0,0,0,360,340.07,9,7
861,female,85000,delivered,1,3,107,76,42,285,not_often,fair,330,0,0,0,0,240,259.7,7,7
862,male,65000,carried,1,5,107,76,82,165,not_often,fair,210,0,0,0,0,250,257.74,6,7
